2.474053 0.928631 7.559743  0.310262 0.413621
475.178528 -61.539223 184.690796  42.210320 42.313830 42.520590 43.140760 43.971430 44.278660 44.899580 45.416890 46.554470 47.795800 48.002630 48.829380 49.242780 47.485460 49.656580 45.107140 42.003560 41.900180 42.727360 43.450910 43.244710 45.727180 46.244200
266.922668 -23.795673 166.097778  46.554470 46.244200
265.573242 -20.006750 166.942154  46.554470 46.037440 45.727180 46.244200
286.052338 -22.465586 185.226807  45.416890 46.554470 46.037440 46.761380 45.107140 45.727180 46.244200
286.310577 -22.800297 182.343079  44.899580 44.589150 45.416890 46.554470 46.037440 47.175200 45.107140 45.727180 46.244200
258.047729 -18.636465 164.137360  46.554470 46.037440 46.244200
256.959137 -18.867338 161.422531  46.554470 46.037440 46.244200
260.225739 -18.829268 164.983475  46.037440 46.244200
333.855499 -28.173414 190.003769  46.554470 46.037440 45.727180 46.244200
265.591827 -20.789671 166.191849  44.899580 47.175200 46.968250 45.107140 45.727180 46.244200
259.172729 -22.638987 161.117889  46.037440 45.727180 46.244200
265.776489 -20.276688 163.741852  45.416890 45.727180 46.244200
268.535645 -24.248142 149.222046  46.554470 46.037440 46.761380 46.244200
260.221893 -20.645723 151.043915  46.554470 46.244200
255.931580 -18.659472 154.593140  46.554470 46.244200
257.069092 -18.445620 153.678650  46.037440 45.727180 46.244200
256.008087 -18.808634 153.971893  46.037440 46.244200
267.941345 -19.282372 156.552429  46.554470 47.175200 47.485460 46.968250 46.244200
260.348572 -18.676289 157.053543  46.554470 46.761380 46.244200
285.867615 -20.842587 156.420609  48.002630 48.519480 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 46.244200
254.404907 -18.086866 156.320724  46.037440 46.244200
259.221222 -18.502199 156.347931  46.554470 46.037440 45.727180 46.244200
257.675842 -18.397371 156.740356  45.416890 46.554470 46.037440 45.727180 46.244200
572.237915 -114.060173 74.928955  43.660340 43.971430 47.175200 46.761380 46.968250 46.244200
720.965088 -142.706024 47.188152  46.554470 46.037440 46.244200
279.326904 -24.103529 150.801086  46.554470 47.795800 46.037440 47.175200 46.761380 46.968250 46.244200
652.643738 -138.741852 179.814224  42.210320 42.520590 43.140760 43.660340 43.971430 44.278660 44.589150 45.416890 48.829380 46.037440 47.175200 46.761380 46.968250 42.003560 42.934150 41.900180 42.727360 43.244710 45.727180 46.244200
311.314514 -33.289486 155.382187  42.313830 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.519480 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 45.107140 42.934150 42.727360 43.450910 43.244710 45.727180 46.244200
445.454376 -40.147430 178.508713  42.210320 42.313830 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250 45.107140 42.003560 42.934150 42.727360 43.450910 43.244710 45.727180 46.244200
261.127289 -18.748560 159.234299  46.554470 46.761380 46.244200
266.636169 -19.599932 160.341293  46.554470 47.175200 46.761380 46.968250 46.244200
264.458893 -19.097712 159.410446  46.554470 47.175200 46.761380 46.968250 46.244200
307.756653 -22.765167 163.331268  43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 45.107140 45.727180 46.244200
258.711792 -18.514280 157.871552  46.554470 46.037440 45.727180 46.244200
259.456757 -18.533207 158.502441  46.554470 46.244200
261.255371 -19.048798 162.797470  46.037440 46.244200
260.600891 -19.248934 162.856262  46.554470 46.037440 45.727180 46.244200
263.869476 -19.265110 162.600891  46.037440 46.244200
268.183258 -20.132599 163.658890  46.554470 46.761380 46.968250 46.244200
255.314911 -18.179073 158.649216  46.037440 46.244200
448.068207 -63.939396 179.926132  43.140760 43.660340 43.971430 44.899580 45.416890 46.037440 47.175200 46.968250 43.450910 43.244710 45.727180 46.244200
740.150208 -156.296616 239.908569  41.592690 42.210320 42.313830 41.796670 42.520590 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 46.761380 46.968250 45.107140 42.003560 42.727360 43.450910 43.244710 45.727180 46.244200
301.528168 -23.694344 170.853760  44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.519480 46.037440 47.175200 47.485460 48.209330 46.761380 45.107140 45.727180 46.244200
289.044525 -24.599585 162.302490  45.416890 46.554470 48.519480 46.037440 46.761380 46.968250 45.107140 45.727180 46.244200
265.214020 -22.699495 165.954300  45.416890 46.554470 46.037440 47.175200 46.968250 45.727180 46.244200
258.847290 -18.686403 163.721680  46.554470 46.244200
265.778961 -20.005035 167.069397  45.416890 46.554470 46.037440 45.727180 46.244200
337.555145 -26.565220 167.736816  42.210320 43.140760 43.660340 43.971430 44.899580 44.589150 47.795800 48.002630 48.829380 48.519480 49.242780 46.037440 49.656580 48.209330 50.069330 42.934150 43.450910 43.244710 46.244200
296.285187 -22.792158 163.667374  43.660340 43.971430 44.589150 45.416890 46.554470 46.037440 47.485460 46.761380 46.968250 45.107140 45.727180 46.244200
370.764099 -45.218700 276.204041  44.899580 44.589150 45.416890 46.037440 45.107140 45.727180 46.244200
256.060822 -19.230574 153.217743  45.416890 46.554470 46.037440 45.727180 46.244200
256.483978 -19.795845 153.374252  46.554470 46.037440 45.727180 46.244200
256.053955 -19.248655 154.614365  46.554470 46.244200
256.073364 -19.474319 154.509186  46.554470 46.037440 46.761380 46.244200
255.977020 -19.350315 153.847687  46.554470 46.037440 45.727180 46.244200
255.637299 -18.185598 155.023300  46.037440 46.244200
276.342224 -20.027103 156.594055  47.175200 47.485460 46.761380 46.968250 46.244200
308.706970 -23.019423 162.988968  48.829380 48.519480 47.175200 49.656580 50.483680 48.209330 50.069330 46.244200
287.536896 -20.924135 156.446869  46.554470 47.795800 48.002630 48.829380 46.037440 47.175200 47.485460 46.761380 46.968250 46.244200
258.724976 -18.518566 156.335617  45.416890 46.554470 46.037440 45.727180 46.244200
257.852112 -18.382627 156.759903  46.554470 46.037440 45.727180 46.244200
504.990601 -86.190964 96.050568  46.554470 47.795800 46.761380 46.968250 46.244200
278.667175 -24.060745 150.922073  46.554470 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 45.727180 46.244200
277.894226 -23.848986 149.528931  46.554470 46.761380 46.244200
1210.316772 -296.358826 210.985825  42.313830 43.140760 44.899580 46.037440 42.003560 42.934150 42.727360 46.244200
635.233459 -132.411179 198.457443  42.210320 42.313830 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 47.795800 46.037440 47.175200 47.485460 46.761380 46.968250 45.107140 42.003560 42.934150 41.900180 42.727360 43.450910 43.244710 45.727180 46.244200
327.981689 -41.234074 150.889053  46.037440 46.968250 46.244200
289.258545 -23.501272 153.983643  44.278660 44.899580 44.589150 45.416890 46.554470 46.761380 46.968250 45.107140 46.244200
343.578033 -27.598274 155.822876  46.554470 48.829380 48.519480 49.242780 46.037440 49.656580 50.483680 48.209330 50.069330 46.761380 45.727180 46.244200
290.147003 -25.436893 152.557404  46.554470 48.002630 46.037440 47.485460 48.209330 45.727180 46.244200
260.767242 -18.712179 159.121841  46.761380 46.244200
266.669739 -19.722588 160.476868  46.554470 47.175200 46.761380 46.968250 46.244200
263.899170 -18.882418 158.653976  46.761380 45.727180 46.244200
298.294861 -22.509375 164.699219  44.899580 47.795800 48.002630 49.242780 47.175200 49.656580 48.209330 46.244200
86.619080 -6.872333 72.410988  21.004610 20.383850
86.805145 -6.763402 72.745300  21.004610 19.866980 20.383850
86.717239 -7.401108 72.492561  21.004610 20.383850
85.783638 -5.167899 72.146919  21.004610 20.383850
86.029541 -5.557698 72.437569  21.004610 20.383850
89.630997 -7.381184 73.658730  21.004610 20.383850
89.244934 -7.142749 73.825325  21.004610 19.866980 20.383850
89.661667 -8.141784 73.422218  19.866980 20.383850
81.696205 -3.983894 57.897438  19.866980 20.383850
90.177803 -6.582608 54.919693  19.866980 20.383850
90.496376 -6.728693 55.711098  19.452110 21.004610 19.866980 20.383850
262.535797 -19.288332 162.611725  46.554470 46.244200
268.126740 -20.139250 163.612976  46.554470 46.037440 47.485460 46.761380 45.727180 46.244200
266.258148 -20.044640 163.591125  46.554470 46.244200
677.514221 -117.645775 229.292267  41.385110 41.592690 42.210320 42.313830 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 48.209330 50.069330 46.761380 46.968250 45.107140 42.003560 41.900180 42.727360 43.244710 45.727180 46.244200
372.259552 -53.447029 181.655731  46.554470 46.037440 46.761380 46.968250 46.244200
328.572266 -27.163061 178.793167  41.072760 41.385110 41.592690 42.210320 42.313830 40.660160 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 45.416890 46.037440 46.968250 42.003560 42.934150 41.900180 42.727360 43.244710 45.727180 46.244200
265.456055 -22.482641 165.691299  45.416890 46.554470 46.037440 46.244200
259.668304 -18.913382 164.497604  46.554470 46.037440 45.727180 46.244200
284.950256 -22.414543 184.429062  46.554470 46.037440 46.761380 46.244200
286.527649 -22.823959 180.145554  41.072760 41.385110 41.592690 42.210320 42.313830 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.037440 47.175200 47.485460 46.761380 46.968250 45.107140 42.003560 42.934150 41.900180 42.727360 43.450910 43.244710 45.727180 46.244200
286.662231 -22.838728 182.662323  42.210320 42.313830 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.037440 47.175200 45.107140 42.003560 42.934150 42.727360 43.450910 43.244710 45.727180 46.244200
348.027527 -34.017910 252.574875  46.554470 46.037440 46.244200
293.147858 -24.361734 194.955521  41.072760 41.385110 41.592690 42.210320 42.313830 41.796670 42.520590 43.140760 43.660340 43.971430 44.278660 44.589150 46.554470 45.107140 42.934150 41.900180 43.450910 43.244710 46.244200
259.706360 -18.579937 157.673431  46.554470 45.727180 46.244200
256.273346 -18.250238 156.442932  46.037440 46.244200
259.036835 -18.513035 156.344421  45.416890 46.554470 46.037440 45.727180 46.244200
256.974792 -18.420712 153.398605  46.037440 45.727180 46.244200
255.945984 -19.294147 154.574081  46.554470 46.244200
309.747009 -30.268517 148.702042  46.554470 47.175200 46.761380 46.968250 46.244200
311.640594 -34.640469 150.432709  45.416890 46.037440 46.761380 45.107140 45.727180 46.244200
266.902100 -19.736610 160.572617  46.554470 46.761380 46.968250 46.244200
260.245972 -18.999105 155.111435  45.416890 46.037440 45.727180 46.244200
263.086212 -18.849756 155.436005  45.416890 46.554470 46.761380 46.244200
260.845459 -18.659395 157.073425  46.554470 46.037440 46.244200
379.192505 -33.952080 164.756744  43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250 45.107140 42.934150 43.450910 43.244710 45.727180 46.244200
382.070618 -33.396427 170.782944  42.210320 42.313830 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250 42.003560 42.934150 42.727360 43.450910 43.244710 46.244200
394.728577 -39.450348 168.720093  43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 47.175200 49.656580 50.483680 50.069330 50.896200 46.968250 45.107140 42.934150 43.450910 43.244710 45.727180 46.244200
263.757294 -19.002270 159.336670  46.554470 46.761380 46.244200
334.128296 -26.729240 155.969254  46.554470 47.795800 48.002630 46.037440 47.175200 47.485460 49.656580 48.209330 46.761380 46.968250 46.244200
310.480835 -30.387850 156.058853  44.899580 48.002630 48.519480 49.242780 46.037440 47.175200 49.656580 48.209330 46.968250 45.107140 46.244200
410.079987 -48.421467 175.836105  44.899580 45.416890 46.554470 47.795800 48.002630 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 48.209330 50.069330 50.896200 46.761380 46.968250 45.107140 45.727180 46.244200
361.246552 -51.248947 175.101059  46.037440 45.727180 46.244200
257.782349 -19.446501 152.205505  45.416890 46.037440 45.727180 46.244200
256.232666 -19.387835 153.204773  46.554470 46.037440 46.244200
311.741913 -33.336647 155.416534  42.313830 42.520590 43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.519480 46.037440 47.175200 47.485460 46.761380 46.968250 45.107140 42.727360 43.450910 43.244710 45.727180 46.244200
305.478394 -34.378754 155.924179  46.037440 46.761380 46.968250 45.727180 46.244200
265.555573 -20.777805 166.169250  44.899580 44.589150 47.175200 46.968250 45.107140 46.244200
286.264038 -22.972460 196.247391  44.589150 46.037440 45.727180 46.244200
369.758972 -37.157906 273.634460  46.554470 46.037440 45.727180 46.244200
263.288147 -19.297247 162.968262  46.554470 47.175200 46.761380 46.244200
266.673401 -19.934893 163.469971  45.416890 46.761380 45.107140 46.244200
255.434875 -18.155441 158.692505  46.037440 46.244200
265.208069 -22.794077 165.958298  45.416890 46.554470 46.037440 46.761380 46.968250 45.727180 46.244200
257.277740 -18.367661 158.791565  46.037440 45.107140 45.727180 46.244200
253.073959 -18.444029 160.608246  46.037440 46.244200
298.145294 -22.944435 163.975815  42.313830 43.140760 43.660340 43.971430 44.899580 44.589150 46.554470 48.002630 46.037440 47.485460 46.761380 46.968250 45.107140 41.900180 42.727360 43.244710 45.727180 46.244200
267.677185 -21.204832 160.465759  43.971430 44.589150 45.416890 46.554470 45.727180 46.244200
287.149200 -24.296637 162.001999  46.554470 46.037440 47.175200 47.485460 46.761380 46.968250 46.244200
259.844116 -18.876373 164.612900  46.554470 46.244200
308.089539 -24.244129 172.356705  40.865860 41.592690 42.210320 40.245190 43.140760 43.971430 44.278660 44.589150 46.554470 46.037440 49.656580 50.483680 42.003560 42.934150 42.727360 43.244710 46.244200
261.490662 -19.048086 162.918259  46.037440 46.244200
261.484711 -19.591557 162.825073  46.554470 46.761380 46.244200
291.373108 -25.022022 176.302673  46.554470 47.795800 46.037440 47.175200 46.244200
255.686844 -18.179344 155.036514  46.037440 46.244200
307.975189 -22.754436 163.360977  44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 46.037440 47.175200 47.485460 49.656580 48.209330 46.761380 46.968250 45.107140 45.727180 46.244200
255.302322 -18.174759 158.647293  46.037440 46.244200
375.843658 -33.539650 164.568985  43.140760 43.660340 43.971430 44.278660 44.899580 44.589150 45.416890 46.554470 47.795800 48.002630 48.829380 48.519480 49.242780 51.309660 46.037440 47.175200 47.485460 49.656580 50.483680 48.209330 50.069330 50.896200 46.761380 46.968250 45.107140 42.934150 43.450910 43.244710 45.727180 46.244200
339.960358 -39.455383 160.906235  44.899580 45.416890 46.554470 46.037440 45.107140 45.727180 46.244200
660.375244 -129.643387 172.692856  46.761380 45.727180 46.244200
523.757019 -93.488724 181.352341  42.520590 43.140760 44.899580 46.037440 47.175200 46.968250 42.934150 42.727360 43.244710 45.727180 46.244200
353.198639 -38.192696 168.908829  44.899580 45.416890 46.554470 47.795800 48.002630 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 45.727180 46.244200
448.885742 -74.576302 199.565948  41.072760 41.385110 41.592690 42.210320 41.796670 43.660340 46.037440 46.761380 42.003560 41.900180 43.450910 46.244200
260.781403 -18.778030 159.130753  46.554470 46.037440 46.761380 46.244200
266.519135 -19.750374 160.476181  46.761380 46.244200
260.254761 -19.069876 155.137360  46.554470 46.037440 45.727180 46.244200
285.309814 -20.845818 156.551010  47.795800 46.037440 47.175200 47.485460 46.761380 46.968250 46.244200
292.332214 -23.893942 153.872421  46.554470 47.795800 48.002630 46.037440 47.175200 47.485460 48.209330 46.761380 46.968250 46.244200
300.103882 -25.803625 152.275955  46.554470 46.037440 46.244200
314.239563 -31.611341 152.637390  45.416890 46.037440 45.727180 46.244200
317.083771 -37.405624 156.165543  46.037440 45.727180 46.244200
