-0.198309 1.527699 10.382841  0.311075 0.414692
-64.798347 0.967219 236.166489  44.580030 44.995090 45.410680 46.761680 48.006070 46.346350 48.420530 49.353850 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-55.121231 -3.491138 239.274353  48.420530 49.353850 49.664690 50.390360 49.146090
2.494577 -2.329807 245.296844  49.353850 49.664690 50.390360 49.146090
16.812693 -4.750982 244.538513  48.420530 48.835360 49.146090
17.276007 -3.343544 245.079712  48.835360 49.146090
17.176649 -3.192816 244.624954  49.353850 49.872030 49.664690 49.146090
15.946104 -2.358224 244.244034  49.353850 49.664690 49.146090
15.426517 -2.686591 244.153717  48.835360 49.353850 49.146090
16.824736 -2.438292 244.676834  48.420530 48.835360 49.146090
16.124496 -2.631531 244.451202  48.835360 49.353850 49.146090
15.924149 -4.382167 244.377731  49.353850 49.146090
16.815519 -3.084735 244.520538  48.420530 48.835360 49.146090
22.082279 -2.204039 244.452209  48.420530 48.835360 49.146090
18.513935 -4.126478 247.382034  48.006070 48.420530 48.835360 49.353850 49.146090
20.145140 -4.162145 247.396912  48.835360 49.146090
15.250044 -5.023592 247.182739  48.006070 48.420530 48.835360 49.146090
18.201233 -2.584833 245.380203  49.353850 49.146090
24.192144 -1.808213 242.300812  49.353850 49.146090
-2.160158 -6.349803 245.902649  48.835360 49.353850 49.872030 49.664690 50.079370 49.975760 49.146090
-69.672760 -10.222291 245.449997  49.353850 49.664690 50.701310 49.146090
-170.954300 -12.923580 237.923996  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 50.701310 51.427120 49.146090
20.004301 -1.511253 238.345993  49.353850 49.664690 49.146090
0.089891 -0.179917 236.894852  47.591510 48.006070 48.420530 48.835360 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 49.146090
20.604942 -1.689799 237.285629  49.664690 49.146090
20.454082 -1.482398 236.876755  48.835360 49.353850 49.146090
20.820580 -1.929778 237.642532  49.353850 49.146090
22.157913 -0.884565 237.677200  48.835360 49.146090
-32.552753 0.105907 233.332825  47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
1.778099 -6.221785 231.263016  45.826510 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 49.146090
-1.727269 -3.113509 231.393036  48.420530 48.835360 49.353850 49.872030 50.079370 50.183130 49.975760 50.390360 49.146090
2.019082 -3.435203 230.970200  47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 50.701310 51.427120 49.146090
14.877816 -5.279861 232.299484  48.006070 48.420530 48.835360 49.146090
14.250982 -2.589428 232.458755  48.835360 49.353850 49.664690 49.146090
14.790408 -3.728333 232.301620  48.420530 48.835360 49.353850 49.664690 49.146090
18.078646 -3.822569 232.563202  49.353850 49.146090
18.019140 -2.717584 232.606384  48.420530 48.835360 49.146090
20.150984 -2.607301 246.791306  48.835360 49.146090
-28.125647 -2.869709 243.781357  48.420530 48.835360 50.183130 51.116030 49.975760 50.390360 50.701310 49.146090
-56.254307 -9.700342 226.308517  45.826510 46.761680 47.591510 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-61.208420 -13.794021 222.084625  47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 49.975760 49.146090
-39.066757 -0.626125 244.009384  49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 49.146090
-49.096279 -0.413691 241.733658  46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 50.079370 49.975760 49.146090
-10.285278 -1.388110 230.745407  44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 46.346350 48.420530 49.353850 49.664690 49.146090
-26.328091 -2.736104 227.515884  48.835360 49.353850 49.872030 51.116030 51.738100 50.701310 51.427120 49.146090
-25.875633 -4.824750 227.735565  46.761680 47.591510 48.006070 47.176650 48.835360 49.664690 50.079370 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-24.864729 -5.224195 226.901291  48.420530 48.835360 49.872030 50.183130 51.116030 49.975760 50.390360 51.427120 49.146090
-5.394976 -1.546011 240.246735  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 49.353850 49.664690 50.183130 51.116030 50.390360 51.738100 51.427120 49.146090
24.263796 -1.747728 243.191803  48.835360 49.146090
24.300411 -1.836119 242.937424  48.835360 49.146090
17.252819 -3.618966 245.222015  49.353850 49.664690 49.146090
1.594108 -4.009964 244.932037  48.835360 49.353850 49.146090
2.598755 -3.518929 245.025345  48.835360 49.353850 49.872030 50.079370 50.183130 50.390360 49.146090
16.083540 -4.365386 244.327255  49.353850 49.146090
16.128866 -3.931084 244.712021  48.835360 49.146090
16.247147 -2.206728 244.241653  49.353850 49.664690 49.146090
15.977048 -2.637438 244.475296  48.835360 49.353850 49.146090
21.867582 -1.780968 246.322403  48.835360 49.146090
20.101057 -4.148222 247.415314  47.591510 48.006070 48.420530 48.835360 49.146090
18.490974 -3.663628 245.544968  49.353850 49.146090
17.030260 -3.195515 247.282715  48.006070 48.420530 48.835360 49.146090
24.057281 -2.287388 242.729462  48.835360 49.146090
24.295412 -1.719139 242.585785  48.835360 49.146090
-2.120501 -6.401244 245.867813  48.420530 48.835360 49.353850 49.872030 49.664690 49.146090
1.310566 -6.632588 246.560074  49.353850 49.664690 49.146090
0.568764 -6.914281 245.969131  48.006070 48.420530 49.353850 49.146090
-30.727196 -10.816480 248.077377  48.420530 48.835360 49.146090
-37.798496 -11.914701 247.104919  46.761680 47.176650 49.353850 49.872030 50.079370 49.975760 49.146090
20.202625 -1.532069 238.395660  49.353850 49.146090
-13.801600 -0.213160 233.529694  49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 49.146090
20.627239 -1.688450 237.303345  48.420530 48.835360 49.353850 49.664690 49.146090
20.602070 -1.594047 237.835602  48.420530 48.835360 49.146090
-45.545322 -1.933336 227.628448  49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 50.701310 49.146090
-40.191410 -4.255411 228.663727  48.835360 49.353850 49.872030 49.664690 49.146090
-60.400688 -0.203650 231.727036  47.591510 48.420530 48.835360 49.353850 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-29.693069 -2.357584 232.883530  44.995090 46.761680 47.591510 48.006070 47.176650 46.346350 49.353850 49.664690 51.116030 50.390360 51.738100 51.427120 49.146090
-63.425453 -4.777494 227.294754  48.420530 48.835360 49.353850 49.664690 50.183130 49.146090
4.478223 -3.229381 230.628235  48.835360 49.353850 49.872030 50.079370 49.975760 49.146090
-1.172726 -3.060917 231.557785  49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 49.146090
21.180664 -2.077710 235.357849  48.835360 49.353850 49.146090
13.839787 -3.808998 231.700775  49.353850 49.146090
14.346965 -5.181104 232.528824  48.835360 49.146090
13.662140 -2.285026 232.094421  48.420530 48.835360 49.353850 49.664690 49.146090
10.898349 -3.610715 231.966644  47.591510 48.006070 48.420530 48.835360 49.353850 49.146090
17.897533 -3.839976 232.402939  48.420530 48.835360 49.353850 49.146090
19.132568 -3.852757 232.559692  48.006070 48.420530 48.835360 49.146090
17.785732 -2.406016 232.451721  48.420530 49.353850 49.146090
16.991770 -4.639503 245.579910  48.835360 49.146090
16.310293 -3.231680 244.751495  48.006070 48.420530 48.835360 49.146090
15.735848 -3.962523 244.793915  48.835360 49.146090
2.638960 -0.467997 240.510529  48.835360 49.353850 49.872030 50.079370 50.183130 51.116030 49.975760 50.390360 50.701310 49.146090
1.733777 -0.379690 239.885315  48.420530 48.835360 49.353850 49.872030 49.664690 49.975760 50.701310 49.146090
17.123440 -2.468013 244.620804  48.835360 49.146090
16.876402 -3.106135 243.717682  49.353850 49.146090
16.798084 -2.246672 244.499786  48.420530 48.835360 49.353850 49.146090
16.231943 -2.365961 244.153687  48.835360 49.353850 49.146090
15.865261 -2.640852 244.495834  48.835360 49.353850 49.872030 49.146090
21.784563 -2.159874 245.454819  48.835360 49.146090
-6.269228 -1.532267 240.233322  45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 49.146090
-106.547768 -1.709545 235.840439  44.995090 45.410680 45.826510 47.591510 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 49.146090
15.399566 -2.426847 244.005112  49.664690 49.975760 49.146090
17.118080 -2.868153 244.312851  49.353850 49.146090
16.736507 -2.991048 244.123962  48.420530 48.835360 49.146090
16.836411 -3.306309 244.489594  48.420530 48.835360 49.146090
21.917698 -1.953002 245.321854  48.420530 48.835360 49.146090
62.067783 -4.867410 209.191757  36.393220 35.978300
62.172153 -3.845218 208.232208  35.667200 36.393220 35.978300
73.096054 -4.859011 204.178543  35.667200 35.978300
72.895454 -5.330412 204.889206  34.941520 35.667200 35.978300
72.910049 -5.413391 204.552704  35.252510 35.667200 35.978300
68.464821 -2.197521 203.286514  35.252510 35.667200 35.978300
69.001572 -2.292803 205.414108  35.667200 35.978300
68.184502 -2.280632 205.858978  35.667200 36.393220 35.978300
62.597435 -2.681249 205.897644  36.393220 35.978300
62.476982 -2.946201 206.054550  36.393220 35.978300
24.153505 -1.706684 242.813416  48.420530 48.835360 49.146090
24.224104 -1.744654 243.197906  48.420530 48.835360 49.146090
18.459526 -3.049500 247.721710  48.835360 49.146090
18.323082 -2.582535 245.335480  49.353850 49.146090
18.235090 -2.218365 242.943237  49.353850 49.664690 49.146090
4.392516 -1.112845 240.825745  44.580030 44.995090 45.826510 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 50.079370 49.975760 49.146090
-32.281487 -10.811964 247.679077  48.006070 48.835360 49.353850 49.872030 50.183130 49.975760 49.146090
-33.226063 -11.452610 246.922729  46.761680 47.591510 47.176650 48.835360 49.146090
-71.832336 -3.923479 241.524475  44.580030 44.995090 45.410680 46.761680 47.591510 48.006070 47.176650 46.346350 48.835360 49.872030 51.116030 49.975760 51.738100 50.701310 49.146090
17.528303 -1.402528 238.177200  48.835360 49.353850 49.146090
-13.586166 -0.244622 233.585190  48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 49.146090
-62.344002 1.849771 235.747284  45.826510 47.591510 48.006070 48.835360 50.079370 50.183130 51.427120 49.146090
20.599861 -1.695364 237.287354  48.835360 49.353850 49.664690 49.146090
11.616111 -1.847997 232.681000  48.835360 49.353850 49.146090
-60.515545 -13.698958 222.241852  44.580030 44.995090 45.410680 45.826510 46.761680 48.006070 47.176650 46.346350 49.353850 49.872030 49.664690 49.975760 49.146090
-74.391647 -8.967163 232.500031  47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 50.390360 51.738100 50.701310 49.146090
-79.732506 -10.493315 225.459869  45.826510 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 49.975760 50.701310 49.146090
-26.241608 -4.832410 226.916229  47.591510 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-65.170975 -0.174356 231.346436  50.183130 51.116030 50.390360 51.738100 50.701310 51.427120 49.146090
-66.789749 -4.925850 226.725525  48.835360 49.353850 49.664690 49.146090
-0.826407 -4.978527 231.336868  48.006070 49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 49.146090
2.351580 -6.343789 231.081802  47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.146090
2.880485 -3.845173 228.792053  48.420530 48.835360 49.353850 49.872030 49.664690 49.146090
-16.094891 -4.740626 228.763855  49.353850 51.116030 50.701310 49.146090
14.681396 -3.732490 232.253830  47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.664690 49.146090
14.261213 -5.207606 232.397476  48.835360 49.146090
11.024380 -2.815857 232.021118  48.420530 48.835360 49.353850 49.872030 49.146090
11.147066 -3.624965 232.047485  46.761680 47.591510 48.006070 48.420530 49.353850 49.872030 50.183130 49.146090
19.248367 -2.442048 232.557724  48.420530 49.146090
17.757181 -2.406512 232.393158  48.006070 48.420530 48.835360 49.353850 49.146090
19.112392 -2.523322 232.543869  48.006070 49.146090
16.829857 -2.236278 244.501877  49.353850 49.146090
15.858880 -2.362350 244.281250  49.353850 49.872030 49.664690 49.146090
16.299017 -2.659498 244.396515  49.353850 49.146090
16.153095 -2.854455 244.521561  48.835360 49.353850 49.146090
17.155409 -3.170105 244.161270  49.353850 49.146090
24.239277 -1.711360 242.591156  48.835360 49.146090
19.198675 -2.443696 232.532089  48.420530 49.146090
2.125975 -6.882652 230.944611  46.761680 47.176650 48.420530 48.835360 49.146090
24.071514 -2.289818 242.732651  49.353850 49.146090
11.031493 -2.797641 232.086792  48.006070 48.420530 48.835360 49.146090
-33.197952 -6.824982 243.198608  49.353850 49.872030 49.664690 50.079370 50.183130 49.975760 49.146090
18.462591 -4.109100 247.449249  48.420530 48.835360 49.146090
-23.297548 0.025130 235.705078  48.835360 49.353850 49.664690 49.146090
20.660326 -1.684761 237.319275  48.420530 48.835360 49.146090
20.504797 -1.504394 236.927307  48.420530 48.835360 49.353850 49.146090
24.009504 -2.202668 242.369492  49.353850 49.146090
24.274805 -1.758796 243.182907  48.835360 49.146090
13.778770 -3.726526 232.067245  48.420530 48.835360 49.353850 49.872030 49.664690 49.146090
-77.070381 -10.387960 225.901367  46.761680 47.591510 48.006070 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.183130 49.975760 49.146090
17.422945 -2.697051 247.291138  48.835360 49.353850 49.146090
18.530807 -2.951128 247.500519  48.835360 49.146090
-1.768502 -5.086804 230.964233  49.353850 49.872030 49.664690 50.079370 50.183130 49.146090
2.239883 -6.344268 230.991882  45.410680 46.761680 47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.146090
-10.010237 -6.574187 245.313553  46.761680 47.591510 48.006070 47.176650 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 49.975760 50.390360 49.146090
4.403938 -3.110037 230.547150  49.353850 49.664690 49.146090
24.330595 -1.710445 242.989761  48.835360 49.146090
-35.634922 0.208885 232.954681  45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-82.115570 -8.609283 230.181946  44.580030 44.995090 45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 51.116030 49.975760 50.390360 51.738100 50.701310 51.427120 49.146090
-11.194271 -1.420241 230.612793  44.580030 44.995090 45.410680 47.176650 46.346350 49.353850 49.664690 49.146090
-43.135956 -4.335420 228.241165  44.580030 44.995090 45.410680 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.664690 51.116030 49.146090
-59.665115 -13.602800 222.426132  46.761680 47.591510 48.006070 47.176650 48.420530 48.835360 49.146090
-43.149105 -11.883045 225.177780  45.410680 45.826510 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 50.079370 50.183130 49.146090
7.252705 -0.467321 240.471725  48.006070 48.835360 49.353850 49.872030 49.664690 50.183130 49.975760 50.390360 50.701310 49.146090
21.917986 -1.877551 245.470200  48.006070 48.420530 48.835360 49.146090
-28.846338 -1.004219 243.506042  47.591510 48.420530 48.835360 49.353850 49.872030 49.664690 50.183130 49.975760 50.390360 50.701310 49.146090
-178.732574 -5.710982 238.482056  44.580030 44.995090 45.410680 46.761680 47.591510 48.006070 47.176650 46.346350 48.420530 48.835360 50.390360 51.738100 50.701310 49.146090
-15.062421 -4.917434 244.733582  48.835360 49.353850 49.664690 49.146090
15.088836 -4.108473 245.207932  48.420530 48.835360 49.353850 49.146090
17.138094 -3.234451 244.629944  49.353850 49.872030 49.664690 49.146090
20.533138 -1.891004 237.010559  48.835360 49.353850 49.146090
2.318622 -6.327729 228.654816  48.420530 48.835360 49.353850 49.146090
17.759682 -2.402384 232.340408  49.353850 49.146090
17.914618 -2.868922 231.781708  48.835360 49.146090
14.058434 -2.388330 232.180984  49.353850 49.146090
10.971725 -3.517357 232.026108  49.353850 49.146090
13.803580 -3.730478 232.050293  48.835360 49.353850 49.664690 49.146090
18.908920 -3.925408 247.678467  48.835360 49.146090
-80.950417 -10.597862 225.175247  47.591510 48.006070 46.346350 48.420530 48.835360 49.353850 49.872030 49.664690 51.116030 50.390360 51.738100 50.701310 51.427120 49.146090
1.389127 -6.241843 231.126907  48.420530 48.835360 49.353850 49.664690 49.146090
17.845823 -2.213077 243.005692  49.353850 49.146090
17.182684 -3.217527 247.220947  48.835360 49.146090
24.326092 -1.719929 243.001801  47.591510 49.146090
24.330976 -1.853188 242.932312  48.835360 49.146090
-2.232501 -6.463539 245.903168  48.420530 49.353850 49.664690 49.146090
16.914568 -1.513115 237.794174  48.420530 48.835360 49.353850 49.146090
21.178486 -1.756938 241.985107  48.006070 48.420530 48.835360 49.146090
